NAME.x,Census_Tract.x,County.x,State.x,tract_short,tract_uid,ntaname,Year,Population,Italian,Prop
"Census Tract 38, Bronx County, New York",Census Tract 38,Bronx County,New York,38,238,Soundview-Castle Hill-Clason Point-Harding Park,2012,1454,46,0.031636864
"Census Tract 39, Bronx County, New York",Census Tract 39,Bronx County,New York,39,239,Mott Haven-Port Morris,2012,6706,4,5.96e-4
"Census Tract 40.01, Bronx County, New York",Census Tract 40.01,Bronx County,New York,40.01,240.01,Soundview-Bruckner,2012,1414,187,0.132248939
"Census Tract 41, Bronx County, New York",Census Tract 41,Bronx County,New York,41,241,Mott Haven-Port Morris,2012,6311,25,0.003961337
"Census Tract 42, Bronx County, New York",Census Tract 42,Bronx County,New York,42,242,Soundview-Castle Hill-Clason Point-Harding Park,2012,6752,35,0.005183649
"Census Tract 43, Bronx County, New York",Census Tract 43,Bronx County,New York,43,243,Mott Haven-Port Morris,2012,5036,66,0.013105639
"Census Tract 44, Bronx County, New York",Census Tract 44,Bronx County,New York,44,244,Soundview-Bruckner,2012,4775,16,0.003350785
"Census Tract 46, Bronx County, New York",Census Tract 46,Bronx County,New York,46,246,Soundview-Castle Hill-Clason Point-Harding Park,2012,1985,20,0.010075567
"Census Tract 48, Bronx County, New York",Census Tract 48,Bronx County,New York,48,248,Soundview-Bruckner,2012,4223,0,0
"Census Tract 50.01, Bronx County, New York",Census Tract 50.01,Bronx County,New York,50.01,250.01,Soundview-Bruckner,2012,4897,11,0.002246273
"Census Tract 50.02, Bronx County, New York",Census Tract 50.02,Bronx County,New York,50.02,250.02,Soundview-Bruckner,2012,5646,20,0.003542331
"Census Tract 51, Bronx County, New York",Census Tract 51,Bronx County,New York,51,251,Mott Haven-Port Morris,2012,5428,22,0.004053058
"Census Tract 52, Bronx County, New York",Census Tract 52,Bronx County,New York,52,252,Soundview-Bruckner,2012,1877,0,0
"Census Tract 53, Bronx County, New York",Census Tract 53,Bronx County,New York,53,253,University Heights-Morris Heights,2012,3538,12,0.003391747
"Census Tract 54, Bronx County, New York",Census Tract 54,Bronx County,New York,54,254,West Farms-Bronx River,2012,5840,59,0.01010274
"Census Tract 56, Bronx County, New York",Census Tract 56,Bronx County,New York,56,256,West Farms-Bronx River,2012,2308,0,0
"Census Tract 59.02, Bronx County, New York",Census Tract 59.02,Bronx County,New York,59.02,259.02,East Concourse-Concourse Village,2012,2600,10,0.003846154
"Census Tract 60, Bronx County, New York",Census Tract 60,Bronx County,New York,60,260,Crotona Park East,2012,1503,7,0.004657352
"Census Tract 61, Bronx County, New York",Census Tract 61,Bronx County,New York,61,261,East Concourse-Concourse Village,2012,3569,11,0.003082096
"Census Tract 62, Bronx County, New York",Census Tract 62,Bronx County,New York,62,262,West Farms-Bronx River,2012,7244,33,0.004555494
"Census Tract 63, Bronx County, New York",Census Tract 63,Bronx County,New York,63,263,West Concourse,2012,5447,66,0.012116762
"Census Tract 64, Bronx County, New York",Census Tract 64,Bronx County,New York,64,264,West Farms-Bronx River,2012,4021,76,0.018900771
"Census Tract 65, Bronx County, New York",Census Tract 65,Bronx County,New York,65,265,Melrose South-Mott Haven North,2012,5588,35,0.006263422
"Census Tract 67, Bronx County, New York",Census Tract 67,Bronx County,New York,67,267,Melrose South-Mott Haven North,2012,7697,50,0.006496037
"Census Tract 68, Bronx County, New York",Census Tract 68,Bronx County,New York,68,268,Soundview-Bruckner,2012,2964,67,0.022604588
"Census Tract 69, Bronx County, New York",Census Tract 69,Bronx County,New York,69,269,Melrose South-Mott Haven North,2012,6915,89,0.012870571
"Census Tract 70, Bronx County, New York",Census Tract 70,Bronx County,New York,70,270,Soundview-Bruckner,2012,4326,2,4.62e-4
"Census Tract 71, Bronx County, New York",Census Tract 71,Bronx County,New York,71,271,Melrose South-Mott Haven North,2012,2268,0,0
"Census Tract 72, Bronx County, New York",Census Tract 72,Bronx County,New York,72,272,Soundview-Bruckner,2012,5764,55,0.009541985
"Census Tract 73, Bronx County, New York",Census Tract 73,Bronx County,New York,73,273,Melrose South-Mott Haven North,2012,3886,44,0.011322697
"Census Tract 74, Bronx County, New York",Census Tract 74,Bronx County,New York,74,274,Soundview-Castle Hill-Clason Point-Harding Park,2012,4085,21,0.005140759
"Census Tract 75, Bronx County, New York",Census Tract 75,Bronx County,New York,75,275,Melrose South-Mott Haven North,2012,4394,60,0.013654984
"Census Tract 76, Bronx County, New York",Census Tract 76,Bronx County,New York,76,276,West Farms-Bronx River,2012,5638,66,0.011706279
"Census Tract 77, Bronx County, New York",Census Tract 77,Bronx County,New York,77,277,Melrose South-Mott Haven North,2012,1887,10,0.005299417
"Census Tract 78, Bronx County, New York",Census Tract 78,Bronx County,New York,78,278,Westchester-Unionport,2012,6978,50,0.007165377
"Census Tract 79, Bronx County, New York",Census Tract 79,Bronx County,New York,79,279,Melrose South-Mott Haven North,2012,6385,5,7.83e-4
"Census Tract 83, Bronx County, New York",Census Tract 83,Bronx County,New York,83,283,Longwood,2012,5355,49,0.009150327
"Census Tract 84, Bronx County, New York",Census Tract 84,Bronx County,New York,84,284,Soundview-Castle Hill-Clason Point-Harding Park,2012,2470,0,0
"Census Tract 85, Bronx County, New York",Census Tract 85,Bronx County,New York,85,285,Longwood,2012,5650,18,0.003185841
"Census Tract 86, Bronx County, New York",Census Tract 86,Bronx County,New York,86,286,Soundview-Castle Hill-Clason Point-Harding Park,2012,3833,7,0.001826246
"Census Tract 87, Bronx County, New York",Census Tract 87,Bronx County,New York,87,287,Longwood,2012,6072,228,0.037549407
"Census Tract 89, Bronx County, New York",Census Tract 89,Bronx County,New York,89,289,Hunts Point,2012,3101,0,0
"Census Tract 90, Bronx County, New York",Census Tract 90,Bronx County,New York,90,290,Soundview-Castle Hill-Clason Point-Harding Park,2012,3773,65,0.01722767
"Census Tract 92, Bronx County, New York",Census Tract 92,Bronx County,New York,92,292,Westchester-Unionport,2012,5230,85,0.01625239
"Census Tract 93, Bronx County, New York",Census Tract 93,Bronx County,New York,93,293,Hunts Point,2012,6578,50,0.007601095
"Census Tract 96, Bronx County, New York",Census Tract 96,Bronx County,New York,96,296,Westchester-Unionport,2012,2469,70,0.028351559
"Census Tract 98, Bronx County, New York",Census Tract 98,Bronx County,New York,98,298,Westchester-Unionport,2012,4775,135,0.028272251
"Census Tract 110, Bronx County, New York",Census Tract 110,Bronx County,New York,110,2110,Schuylerville-Throgs Neck-Edgewater Park,2012,150,0,0
"Census Tract 115.02, Bronx County, New York",Census Tract 115.02,Bronx County,New York,115.02,2115.02,Hunts Point,2012,4551,0,0
"Census Tract 117, Bronx County, New York",Census Tract 117,Bronx County,New York,117,2117,Hunts Point,2012,1594,0,0
"Census Tract 118, Bronx County, New York",Census Tract 118,Bronx County,New York,118,2118,Schuylerville-Throgs Neck-Edgewater Park,2012,5130,1551,0.302339181
"Census Tract 119, Bronx County, New York",Census Tract 119,Bronx County,New York,119,2119,Hunts Point,2012,5721,36,0.006292606
"Census Tract 121.01, Bronx County, New York",Census Tract 121.01,Bronx County,New York,121.01,2121.01,Morrisania-Melrose,2012,2983,0,0
"Census Tract 121.02, Bronx County, New York",Census Tract 121.02,Bronx County,New York,121.02,2121.02,Hunts Point,2012,1462,0,0
"Census Tract 123, Bronx County, New York",Census Tract 123,Bronx County,New York,123,2123,Crotona Park East,2012,3582,10,0.002791736
"Census Tract 125, Bronx County, New York",Census Tract 125,Bronx County,New York,125,2125,Morrisania-Melrose,2012,3792,0,0
"Census Tract 127.01, Bronx County, New York",Census Tract 127.01,Bronx County,New York,127.01,2127.01,Hunts Point,2012,2008,15,0.00747012
"Census Tract 129.01, Bronx County, New York",Census Tract 129.01,Bronx County,New York,129.01,2129.01,Longwood,2012,3357,117,0.034852547
"Census Tract 130, Bronx County, New York",Census Tract 130,Bronx County,New York,130,2130,Schuylerville-Throgs Neck-Edgewater Park,2012,1017,417,0.410029499
"Census Tract 131, Bronx County, New York",Census Tract 131,Bronx County,New York,131,2131,Longwood,2012,5108,58,0.011354738
"Census Tract 132, Bronx County, New York",Census Tract 132,Bronx County,New York,132,2132,Schuylerville-Throgs Neck-Edgewater Park,2012,6924,1498,0.216348931
"Census Tract 133, Bronx County, New York",Census Tract 133,Bronx County,New York,133,2133,Morrisania-Melrose,2012,6708,0,0
"Census Tract 135, Bronx County, New York",Census Tract 135,Bronx County,New York,135,2135,Morrisania-Melrose,2012,3603,131,0.03635859
"Census Tract 138, Bronx County, New York",Census Tract 138,Bronx County,New York,138,2138,Schuylerville-Throgs Neck-Edgewater Park,2012,3197,736,0.230215827
"Census Tract 141, Bronx County, New York",Census Tract 141,Bronx County,New York,141,2141,Morrisania-Melrose,2012,3448,13,0.003770302
"Census Tract 143, Bronx County, New York",Census Tract 143,Bronx County,New York,143,2143,East Concourse-Concourse Village,2012,833,0,0
"Census Tract 144, Bronx County, New York",Census Tract 144,Bronx County,New York,144,2144,Schuylerville-Throgs Neck-Edgewater Park,2012,5378,87,0.016177017
"Census Tract 145, Bronx County, New York",Census Tract 145,Bronx County,New York,145,2145,Claremont-Bathgate,2012,6106,46,0.007533574
"Census Tract 147.01, Bronx County, New York",Census Tract 147.01,Bronx County,New York,147.01,2147.01,Claremont-Bathgate,2012,5860,0,0
"Census Tract 147.02, Bronx County, New York",Census Tract 147.02,Bronx County,New York,147.02,2147.02,Claremont-Bathgate,2012,5436,0,0
"Census Tract 149, Bronx County, New York",Census Tract 149,Bronx County,New York,149,2149,Morrisania-Melrose,2012,4369,34,0.007782101
"Census Tract 151, Bronx County, New York",Census Tract 151,Bronx County,New York,151,2151,Morrisania-Melrose,2012,6203,16,0.002579397
"Census Tract 152, Bronx County, New York",Census Tract 152,Bronx County,New York,152,2152,Schuylerville-Throgs Neck-Edgewater Park,2012,2559,432,0.168815944
"Census Tract 153, Bronx County, New York",Census Tract 153,Bronx County,New York,153,2153,Crotona Park East,2012,4095,0,0
"Census Tract 155, Bronx County, New York",Census Tract 155,Bronx County,New York,155,2155,Crotona Park East,2012,3457,42,0.012149262
"Census Tract 157, Bronx County, New York",Census Tract 157,Bronx County,New York,157,2157,Crotona Park East,2012,3174,2,6.3e-4
"Census Tract 158, Bronx County, New York",Census Tract 158,Bronx County,New York,158,2158,Schuylerville-Throgs Neck-Edgewater Park,2012,1278,271,0.212050078
"Census Tract 159, Bronx County, New York",Census Tract 159,Bronx County,New York,159,2159,Hunts Point,2012,2547,16,0.0062819
"Census Tract 160, Bronx County, New York",Census Tract 160,Bronx County,New York,160,2160,Schuylerville-Throgs Neck-Edgewater Park,2012,4050,1516,0.374320988
"Census Tract 161, Bronx County, New York",Census Tract 161,Bronx County,New York,161,2161,Crotona Park East,2012,4541,0,0
"Census Tract 162, Bronx County, New York",Census Tract 162,Bronx County,New York,162,2162,Schuylerville-Throgs Neck-Edgewater Park,2012,1756,418,0.238041002
"Census Tract 163, Bronx County, New York",Census Tract 163,Bronx County,New York,163,2163,park-cemetery-etc-Bronx,2012,228,0,0
"Census Tract 164, Bronx County, New York",Census Tract 164,Bronx County,New York,164,2164,Schuylerville-Throgs Neck-Edgewater Park,2012,1015,521,0.513300493
"Census Tract 165, Bronx County, New York",Census Tract 165,Bronx County,New York,165,2165,Claremont-Bathgate,2012,1287,0,0
"Census Tract 166, Bronx County, New York",Census Tract 166,Bronx County,New York,166,2166,Schuylerville-Throgs Neck-Edgewater Park,2012,2372,740,0.311973019
"Census Tract 167, Bronx County, New York",Census Tract 167,Bronx County,New York,167,2167,Claremont-Bathgate,2012,2186,0,0
"Census Tract 169, Bronx County, New York",Census Tract 169,Bronx County,New York,169,2169,Claremont-Bathgate,2012,1741,11,0.006318208
"Census Tract 171, Bronx County, New York",Census Tract 171,Bronx County,New York,171,2171,park-cemetery-etc-Bronx,2012,3,1,0.333333333
"Census Tract 173, Bronx County, New York",Census Tract 173,Bronx County,New York,173,2173,East Concourse-Concourse Village,2012,6377,13,0.002038576
"Census Tract 175, Bronx County, New York",Census Tract 175,Bronx County,New York,175,2175,East Concourse-Concourse Village,2012,7086,30,0.0042337
"Census Tract 177.01, Bronx County, New York",Census Tract 177.01,Bronx County,New York,177.01,2177.01,East Concourse-Concourse Village,2012,3999,31,0.007751938
"Census Tract 177.02, Bronx County, New York",Census Tract 177.02,Bronx County,New York,177.02,2177.02,East Concourse-Concourse Village,2012,4875,0,0
"Census Tract 179.01, Bronx County, New York",Census Tract 179.01,Bronx County,New York,179.01,2179.01,East Concourse-Concourse Village,2012,4961,43,0.008667607
"Census Tract 179.02, Bronx County, New York",Census Tract 179.02,Bronx County,New York,179.02,2179.02,East Concourse-Concourse Village,2012,3662,51,0.013926816
"Census Tract 181.01, Bronx County, New York",Census Tract 181.01,Bronx County,New York,181.01,2181.01,East Concourse-Concourse Village,2012,3393,1,2.95e-4
"Census Tract 181.02, Bronx County, New York",Census Tract 181.02,Bronx County,New York,181.02,2181.02,East Concourse-Concourse Village,2012,5491,39,0.007102531
"Census Tract 183.01, Bronx County, New York",Census Tract 183.01,Bronx County,New York,183.01,2183.01,East Concourse-Concourse Village,2012,4346,8,0.001840773
"Census Tract 183.02, Bronx County, New York",Census Tract 183.02,Bronx County,New York,183.02,2183.02,East Concourse-Concourse Village,2012,3985,30,0.007528231
"Census Tract 184, Bronx County, New York",Census Tract 184,Bronx County,New York,184,2184,Schuylerville-Throgs Neck-Edgewater Park,2012,3945,1192,0.302154626
"Census Tract 185, Bronx County, New York",Census Tract 185,Bronx County,New York,185,2185,Morrisania-Melrose,2012,6766,26,0.003842743
"Census Tract 189, Bronx County, New York",Census Tract 189,Bronx County,New York,189,2189,Highbridge,2012,7957,87,0.010933769
"Census Tract 193, Bronx County, New York",Census Tract 193,Bronx County,New York,193,2193,Highbridge,2012,5244,0,0
"Census Tract 194, Bronx County, New York",Census Tract 194,Bronx County,New York,194,2194,Schuylerville-Throgs Neck-Edgewater Park,2012,2098,179,0.085319352
"Census Tract 195, Bronx County, New York",Census Tract 195,Bronx County,New York,195,2195,West Concourse,2012,7397,13,0.001757469
"Census Tract 197, Bronx County, New York",Census Tract 197,Bronx County,New York,197,2197,West Concourse,2012,8035,11,0.001369011
"Census Tract 199, Bronx County, New York",Census Tract 199,Bronx County,New York,199,2199,Highbridge,2012,7395,0,0
"Census Tract 200, Bronx County, New York",Census Tract 200,Bronx County,New York,200,2200,Van Nest-Morris Park-Westchester Square,2012,4615,326,0.07063922
"Census Tract 201, Bronx County, New York",Census Tract 201,Bronx County,New York,201,2201,Highbridge,2012,4048,27,0.00666996
"Census Tract 202, Bronx County, New York",Census Tract 202,Bronx County,New York,202,2202,Westchester-Unionport,2012,2315,84,0.036285097
"Census Tract 204, Bronx County, New York",Census Tract 204,Bronx County,New York,204,2204,Westchester-Unionport,2012,2805,221,0.078787879
"Census Tract 205.01, Bronx County, New York",Census Tract 205.01,Bronx County,New York,205.01,2205.01,University Heights-Morris Heights,2012,6847,42,0.006134073
"Census Tract 205.02, Bronx County, New York",Census Tract 205.02,Bronx County,New York,205.02,2205.02,University Heights-Morris Heights,2012,1725,56,0.032463768
"Census Tract 206.01, Bronx County, New York",Census Tract 206.01,Bronx County,New York,206.01,2206.01,Westchester-Unionport,2012,2911,48,0.016489179
"Census Tract 209, Bronx County, New York",Census Tract 209,Bronx County,New York,209,2209,West Concourse,2012,3850,44,0.011428571
"Census Tract 210.01, Bronx County, New York",Census Tract 210.01,Bronx County,New York,210.01,2210.01,Parkchester,2012,8816,105,0.011910163
"Census Tract 210.02, Bronx County, New York",Census Tract 210.02,Bronx County,New York,210.02,2210.02,Parkchester,2012,6922,175,0.02528171
"Census Tract 211, Bronx County, New York",Census Tract 211,Bronx County,New York,211,2211,Highbridge,2012,5708,12,0.002102313
